gene,ISCI_primary_rank,ISCI_orthogonal,controller_verdict,therapeutic_convergence,convergence_verdict,board_category,druggability_tier,intervention_direction,penalty_flags,clinical_relevance_grade,decision_class
MLYCD,180.0,0.7238095238095238,near,0.1920010361172226,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CEP89,181.0,0.7234126984126984,near,0.1937819107580589,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZCRB1,182.0,0.7232142857142857,near,0.1227731809518857,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CTSF,183.0,0.7222222222222222,near,0.0208204145724838,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TTC5,184.0,0.7218253968253968,near,0.4144256481892754,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ARNT,185.0,0.721031746031746,near,0.7211493680390603,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPP1R15B,186.0,0.7202380952380952,near,0.4278927316970391,favorable,A_manufacturing_modulation,chembl_target,titratable,none,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SIK3,187.0,0.7192460317460317,near,0.2033268406949008,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TRMT10C,188.0,0.719047619047619,near,0.3860435424041892,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DET1,189.0,0.7186507936507937,near,-0.0438039086470578,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPL18,190.0,0.718452380952381,near,0.047509696528206,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ADAT3,191.0,0.7178571428571429,near,0.1159494021051549,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ARID4B,192.0,0.7172619047619048,near,-0.0650430093084832,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
XPR1,193.0,0.7170634920634921,near,0.9314924622558096,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATM,194.0,0.7160714285714285,near,0.657336209094613,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SMARCB1,195.0,0.7158730158730159,near,0.7751213830227952,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SNAP23,196.0,0.7152777777777778,near,0.8300933043011587,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATXN7L3,197.0,0.7142857142857143,near,0.4167090863909,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ACTR8,198.0,0.7126984126984126,near,0.7477527882304701,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
KAT14,199.0,0.7123015873015873,near,0.3678882345663266,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RNF111,200.0,0.7119047619047619,near,0.0878638766272637,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
BCL3,201.0,0.7097222222222223,unsupported,0.162727391151854,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DPH1,202.0,0.7095238095238096,unsupported,0.4001448695800768,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CREBBP,203.0,0.7089285714285715,unsupported,1.6728962413113375,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SMARCA4,204.0,0.7081349206349206,unsupported,0.3319462374371416,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ADAT2,205.0,0.7079365079365079,unsupported,-0.1272112543822868,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MEN1,206.0,0.7077380952380952,unsupported,0.3599323019045898,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ACSS1,207.0,0.7075396825396826,unsupported,0.4930086917487012,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
QRSL1,207.0,0.7075396825396826,unsupported,0.5722233815144845,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
KMT2A,209.0,0.7069444444444444,unsupported,-0.0580640394916122,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ATP2A2,210.0,0.706547619047619,unsupported,-0.8745592346336156,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UBR1,211.0,0.7061507936507936,unsupported,0.3956080109373072,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SMG7,212.0,0.7059523809523809,unsupported,0.1595480759294319,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATRX,213.0,0.7057539682539682,unsupported,0.0391902003751107,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CD2,214.0,0.7055555555555555,unsupported,0.3172424654878854,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MTHFD1,215.0,0.7027777777777777,unsupported,0.5637340469743425,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
USP7,216.0,0.7021825396825396,unsupported,-0.456868237194669,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPS35,217.0,0.7001984126984127,unsupported,0.4973507283195455,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZC3H10,218.0,0.6996031746031746,unsupported,0.1513811512611837,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MTA2,219.0,0.6994047619047619,unsupported,0.7345480200466546,favorable,,,,,L1 (axis literature),"F — Phenotype-associated, weak controller"
CSK,220.0,0.6990079365079365,unsupported,-0.2302430089754879,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPL37,221.0,0.6982142857142857,unsupported,0.4623761565015793,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
INTS12,222.0,0.698015873015873,unsupported,-0.0871936825029732,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SP2,223.0,0.6978174603174603,unsupported,0.1532258752941812,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UNC45A,224.0,0.6972222222222222,unsupported,0.6714265219619833,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COLGALT1,225.0,0.6968253968253968,unsupported,-0.0620106780637482,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SOCS4,226.0,0.6946428571428571,unsupported,0.556237972962944,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LCP2,227.0,0.6944444444444444,unsupported,1.7079133231796988,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRRF,227.0,0.6944444444444444,unsupported,0.1584747058129475,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BCL10,229.0,0.6936507936507936,unsupported,0.5998224610362433,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ATP2B1,230.0,0.6934523809523809,unsupported,-0.3010498635000488,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NUDCD1,231.0,0.6932539682539682,unsupported,0.822939633781735,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CPNE7,232.0,0.6930555555555555,unsupported,0.0989799496030501,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
IMPDH2,232.0,0.6930555555555555,unsupported,0.5779439146171117,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BCL11B,234.0,0.6906746031746032,unsupported,0.8475959107455066,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZAP70,235.0,0.6902777777777778,unsupported,1.26340980472487,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CD5,236.0,0.6898809523809524,unsupported,-0.4839742299015498,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZEB1,237.0,0.689484126984127,unsupported,-0.1248697003562934,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
IWS1,238.0,0.6886904761904762,unsupported,0.0581126280038433,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UCHL5,239.0,0.6880952380952381,unsupported,0.4917156307936248,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TAF11,240.0,0.6875,unsupported,0.1989633338325586,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NKX2-2,241.0,0.6873015873015873,unsupported,-0.0099472267791223,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CARD11,243.0,0.6867063492063492,unsupported,0.2169227308278751,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CDCA3,243.0,0.6867063492063492,unsupported,0.0901994860024098,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
COX10,243.0,0.6867063492063492,unsupported,0.5492607861983071,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LRPPRC,245.0,0.6859126984126984,unsupported,0.3324433427418388,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ISCA2,246.0,0.685515873015873,unsupported,0.6694103891824237,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
VAV1,247.0,0.6851190476190476,unsupported,1.6435047429638665,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ITPR1,248.0,0.6845238095238095,unsupported,0.0583889507505682,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DOLPP1,249.0,0.6843253968253968,unsupported,0.3956550103129979,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PAN3,250.0,0.6819444444444445,unsupported,-0.3775426981666964,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPL33,251.0,0.6813492063492064,unsupported,-0.2807958655586182,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FITM2,252.0,0.6803571428571429,unsupported,1.178971565197245,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TCEA1,253.0,0.6799603174603175,unsupported,-0.0687891459298978,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPS17,254.0,0.6795634920634921,unsupported,0.8924714004706488,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ABI3,255.0,0.6793650793650794,unsupported,-0.0862083829618228,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
EARS2,256.0,0.678968253968254,unsupported,0.4905698549785908,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SKIC8,257.0,0.6783730158730159,unsupported,0.5470618826714682,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PDSS2,258.0,0.6777777777777778,unsupported,0.1976490842760628,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DNAAF2,259.0,0.676984126984127,unsupported,0.321369356281196,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TMED2,260.0,0.6765873015873016,unsupported,0.2107715802751888,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GSS,261.0,0.6761904761904762,unsupported,0.4296466652578286,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SLC4A1AP,262.0,0.6757936507936508,unsupported,0.1477490344158107,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ERCC6L2,263.0,0.675,unsupported,0.2399382657561087,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SHQ1,264.0,0.6742063492063493,unsupported,0.246413095005286,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRC2,265.0,0.6740079365079366,unsupported,0.0408420580671508,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PSMC1,266.0,0.6728174603174604,unsupported,-0.4679798887662123,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KMT2C,267.0,0.6718253968253969,unsupported,-0.0267823314267799,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ASXL1,268.0,0.6716269841269842,unsupported,0.155116062550913,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
STK11,269.0,0.6710317460317461,unsupported,0.1461167802463933,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CRTC2,270.0,0.670436507936508,unsupported,0.0847299552931425,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KGD4,271.0,0.6700396825396826,unsupported,0.4296194336974553,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PCGF1,272.0,0.6698412698412698,unsupported,-0.3389530116227336,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DPM1,273.0,0.6666666666666667,unsupported,0.1786942928713238,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EIF3K,274.0,0.6662698412698413,unsupported,-0.0671787143356278,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
H2AZ1,275.0,0.6660714285714285,unsupported,-0.061146434626877,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AUP1,276.0,0.6650793650793652,unsupported,0.076296347976262,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KDM3B,277.0,0.6642857142857143,unsupported,0.0701341715003452,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AMBRA1,278.0,0.6634920634920635,unsupported,0.5118039272867825,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
VPS8,279.0,0.6632936507936508,unsupported,0.1811399121047605,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GJC1,280.0,0.6625,unsupported,0.4603227941028973,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BCAT2,281.0,0.6623015873015873,unsupported,0.6322481805797717,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CALCOCO2,282.0,0.6619047619047619,unsupported,0.7822749366453849,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GDAP2,283.0,0.6617063492063492,unsupported,0.6835907829437445,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PARL,284.0,0.6609126984126985,unsupported,0.1033648416885002,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PMVK,285.0,0.6609126984126984,unsupported,1.7135888036872833,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
